Database Administrator - Data Migration;20256610910702842443140291314001;database;Mon 15 Apr, 11:01 am;;Whangarei, Northland;;- Long-term contract role (1 year) - Whangarei CBD location - Get involved in this organisation`s technology roadmapMy client is undergoing a technology transformation and are in the process of changing their asset management system. This role is involved in the data migration piece of this project where you will have responsibility for the data integrity during this migrations, as well as playing a key role in the hands on data migration between systems.  SKILLS & EXPERIENCE - Experience as a DBA, preferably with data migration projects - Experience with SQL Server BENEFITS - My client has pride in their location of Whangarei as a lifestyle destination and considers a range of flexible working and work/life balance options for those that want to work in a professional and progressive environment while still having the time to take advantage of everything our district has to offer.HOW TO APPLYPlease apply online with your CV if you are interested in this role. Alternatively, contact Sarah on 027 5588 904 for a confidential discussion.Applicants for this position should have NZ residency or a valid NZ work visa.
Analyst Programmer;20223134750702842443140291314001;programming-development;Fri 12 Apr, 12:08 pm;;Auckland City, Auckland;;About the role: You will work with a team of high performing developers and tester to determine the best technical approach to deliver on projects. You will be responsible for software development and scripting using agile methodologies and work closely with the development team to ensure delivery of high quality software within defined timelines. Skills and Experience: A minimum of 3 years' experience in web development (JavaScript/HTML/CSS)Experience working with AngularJS, React, EmberJS or similar JavaScript application frameworksExperience with automated UI testingExperience with CI/CD systemsDevOps knowledgeExperience working in an Agile environmentWe'd love to hear from you - APPLY now or contact Terence Gomes on 027 553 4469 for a confidential discussion. Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information. NB: While all candidates will be reviewed, only shortlisted candidates will be contacted. Ref No: 98484Applicants for this position should have NZ residency or a valid NZ work visa.
Business Project Manager - Capital Delivery;20269752890702842443140291314001;project-management;Tue 16 Apr, 10:03 am;;Wellington, Wellington;;We have a critical role working on a project playing a pivotal part in making a real difference to NZ whilst contributing to an organisation that want to improve lives on an individual basis.The Programme Manager - Capital Delivery will be a part of a significant upgrade; increasing the capacity as well as the development of new builds.  Key Responsibilities:   Oversee the capital projectsProject planning and performanceGovernance activitiesTeam management  What you need to bring:   Financial managementSolutions focussed This is an hourly paid contract (we pay our contractors weekly, on two pay runs) with a 12-month duration with the potential for extension. You will need to be available immediately. For a confidential discussion, please contact Frances 04 494 0971Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, GT-X and Global Attract. These brands make up our core specialisations for Technology & Digital, Accounting & Finance, Engineering and Workplace Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.co.nz to lodge your application. Experis is part of the ManpowerGroup, a global leader in offering end to end workforce solutions.  If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Even if this doesn't sound like the right role for you, we encourage you to join our talent community so your skill set can be the first considered when another opportunity arises. Click register on our website www.experis.co.nz.Frances PoynderTechnology & Business TransformationTalent Acquisition ConsultantLet's Connecthttps://www.linkedin.com/in/frances-poynder/+64 4 494 0971Applicants for this position should have NZ residency or a valid NZ work visa.
Contract MuleSoft Developer;20298297610702842443140291314001;programming-development;Thu 18 Apr, 11:22 am;;Auckland City, Auckland;;Contract Integration Developer required to hit the ground running with multiple projects due to ramp up shortly. Prominent integration worth hanging your hat on once delivered and an excellent chance of extension beyond the initial 3-6 month term.The Company:  Established global service provider, who are in further growth mode in NZ and have recently added MuleSoft to their increasing consultancy offering, require a contract Integration Developer to hit the ground running on multiple projects due to ramp up shortly. Prominent integration projects worth hanging your hat on once delivered and an excellent chance of extension beyond the initial 3-6 month term. Role requirement:8+ years' hands on Agile development experience - essential3+ years' MuleSoft integration experience - essentialPrevious client facing / consulting experience - essential Your fit:  If you enjoy delivering in multiple environments, tackling challenges and are keen to progress in an exceptional working environment where you will be welcomed then please click 'apply'. Applicants must have the right work in New Zealand to be considered.Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, GT-X and Global Attract. These brands make up our core specialisations for Technology & Digital, Accounting & Finance, Engineering and Workplace Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.co.nz to lodge your application. Experis is part of the ManpowerGroup, a global leader in offering end to end workforce solutions.  If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Even if this doesn't sound like the right role for you, we encourage you to join our talent community so your skill set can be the first considered when another opportunity arises. Click register on our website www.experis.co.nz.Rob FrithTechnology & DigitalPrincipal ConsultantLet's Connecthttps://www.linkedin.com/in/robjfrith/+64 9 903 9418Applicants for this position should have NZ residency or a valid NZ work visa.
Senior Java Engineer - GCP Kubernetes;20298621190702842443140291314001;programming-development;Thu 18 Apr, 12:08 pm;;Auckland City, Auckland;;The Role:This kiwi media organisation is seeking a Senior Java Engineer for an initial 6-month contract with possible extension to for the delivery of their portfolio of platforms and products.  The Senior Software Engineer is responsible for the successful engineering, testing, deployment and support of software within Delivery teams. In addition, as a senior role they are responsible for mentoring and coaching other engineers in the team to ensure practices and culture aligns with the overall Engineering Practice. Key Requirements: Proven track record working as Fullstack Java DeveloperExperience in Angular, NodeJS, Java, Google Cloud Platform and KubernetesIdeally experience in DevOps, Agile/SCRUM, TDD, BDD, Chrome Developer Tools, SOLID Principles, Kubernates, Caching Strategies, Clean Code & Design Thinking  If this sounds like you and you are immediately or nearly immediately available, please hit the Apply Now button. You must have working rights to be independently employed in New ZealandApplicants for this position should have NZ residency or a valid NZ work visa.
Network Engineer;20196840740702842443140291314001;networking-storage;Wed 10 Apr, 11:01 am;;Wellington, Wellington;;- 3 month contract - Wellington location We have an exciting opportunity for an experienced Network Engineer to join a growing Technology provider here in Wellington.This is an initial 3 month contract but highly likely to extend.This role with be working on client site and has a strong focus on firewalls, network security and network traffic.To be considered for this role you will have; - Proven experience as a Network Engineer - Strong experience with load balancing - Experience with Checkpoint.You must have the rights to work in New Zealand.For more information or to express your interest please apply now.Applicants for this position should have NZ residency or a valid NZ work visa.
Senior .NET Developer (12 month contract);20298255190702842443140291314001;programming-development;Thu 18 Apr, 11:18 am;;Wellington, Wellington;;Cutting edge techLong term 12 month contractWellington CBD LocationLong term contract in government focusing on the design and deployment of a new system.  Currently have a 12 month contract in the government sector which is focusing on the building and deployment of a new IT system within the organisation as well as the preparation of existing legacy systems for decommission.  Planned project start is the beginning to the middle of June so they are very open to looking at both proven contractors or an excellent permanent developer looking to move more into the project focused contract space.  Key capabilities for the contract include: Have extensive, proven experience using .NET Core (C#) for development, including implementing suitable unit and integration tests to prove functionality.Have experience with ASP.NET Core MVC, Razor views, jQuery/JavaScript, Bootstrap.Have proven experience using SQL Server and strong T-SQL skills.Exposure to cloud-based solution architectures.An understanding of DevOps principles, especially CI/CD pipelines. This is an opportunity which you do not want to miss. Get in touch today to find out more! Contact Jim Coates on 044714493 or email jim.coates@hays.net.nz    What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.
BI Developer;20288584510702842443140291314001;programming-development;Wed 17 Apr, 5:10 pm;;Auckland City, Auckland;;About the role: Reporting to the IT Manager we are recruiting for a Contracting BI Developer with at least 3 years of working experience in QlikView development. Based in their South Auckland office you will be required to deliver high level solutions from your current expertise with Analysis and Reporting tools.  We'd love to hear from you, if this is the right role for you - APPLY now or contact Terence Gomes on 027 553 4469 for a confidential discussion. Ref: 98592 Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information. NB: While all candidates will be reviewed, only shortlisted candidates will be contacted.Applicants for this position should have NZ residency or a valid NZ work visa.
Change Manager;20275315640702842443140291314001;management;Tue 16 Apr, 6:02 pm;;Wellington, Wellington;;- Change Management in a Large Organisation - Central Wellington Location - $110 - $120 p/hABOUT THE COMPANYThis is a large government organisation that provides a critical service for all New Zealanders. ABOUT THE ROLEThe role sits in one of two Change sprints. You will be focussing on the delivery and operational side of the Change. This will include impact assessments and other groundwork that comes with a Change Manager role. DUTIES - Provide early life support. - Assist the Change Lead with change readiness. - Working alongside a vendor and scrum teamSKILLS AND EXPERIENCE - Proven experience in a Change Management position on large scale projects. - Ability to complete impact assessments and ready the people in the organisation for change.  - Proven Operational Change Management experience. - Can point to proven exposure to working in a government organisation. COMPANY CULTUREThe organisation has a focus on putting people before the process. This project is all about the impact it will have on the New Zealand people, along with making sure people within the organisation are understanding of the impacts. BENEFITSCompetitive hourly rate, plus the possibility of extension. HOW TO APPLYPlease apply online if you are interested in this role!Applicants for this position should have NZ residency or a valid NZ work visa.
Infrastructure Architect - Cyber Security;20196859410702842443140291314001;architects;Wed 10 Apr, 11:03 am;;Auckland City, Auckland;;The OrganisationThis innovative, leading critical services provider is one of New Zealand`s largest IT environments.They pride themselves on developing long-lasting relationships with their customers and delivering exceptional results through building high performing teams.Role SnapshotYou will be part of a program of work focused on the proactive future proofing of this enterprise client.Your FitThis is the perfect opportunity for a well-rounded Cyber Security Architect with a depth of knowledge and experience across Microsoft Server technology and infrastructure platforms including Windows server operating systems, messaging (Exchange) database (SQL), web proxy (Checkpoint), and Cyber Security in an Enterprise environment.Your strong technical architecture skills coupled with your ability to identify and resolve complex issues will set you up for success in your new role.Please note that you must possess the right to live and work in New Zealand to be considered for this role. Since this is an urgent requirement, you must be available to interview and start without delay. If this sounds like you, please apply now.Applicants for this position should have NZ residency or a valid NZ work visa.
Java Developer;20400516071195440569746002;programming-development;Fri 26 Apr, 2:08 pm;;Auckland City, Auckland;;About the role We are looking to partner with contracters who are keen on joining a team to design, develop, code, test, build, deploy, debug and document new software or enhancements to existing software. Working across a wide range of technologies from legacy to the latest and greatest you should be constantly challenged.  What you need: Experience with Java, Spring Boot, JPA, RESTful API developmentExperience with Oracle, SQLExperience with third-party libraries and APIsExperience working in an Agile development environmentExperience working within a CI/CD environmentBasic Understanding of IP networking We'd love to hear from you - APPLY now or contact Terence Gomes on 027 553 4469 for a confidential discussion. Visit www.beyond.co.nz for more roles and information. Ref No: 96762Applicants for this position should have NZ residency or a valid NZ work visa.
Java Developers - 6 month contracts!;20435713671195440569746002;programming-development;Mon 29 Apr, 4:51 pm;;Wellington, Wellington;;In this role we are looking for three Java Developers to work on a large platform. We are looking for  Java full stack developers specifically.  You will need to be experienced as you’ll be expected to be involved in both design, development and reviewing code, and working closely alongside people from both technical and non-technical background. Mandatory Skills: Minimum 7+ year experience Java programming and web development (JSP/JavaScript)Experience in Java/JEE, Hibernate, Maven, JenkinsSolid Unit Testing disciplineExcellent problem-solving skillsExperience working with relational databasesAgile experienceGood and clear communication skillsDesirable skills: Working knowledge of Git version control systemExperience with Continuous Delivery/Continuous IntegrationUML, UnixIf this sounds like you then please hit the apply button!
SAS Analyst / Programmer;20401033701195440569746002;programming-development;Fri 26 Apr, 3:02 pm;;Wellington, Wellington;$90-$120 per hour.;- SAS EG, SAS BASE, SAS EM, SAS GM, SAS DI and more. - Be a part of a government organisation that works to benefit everyday New Zealanders.  - Competitive hourly rates and flexible working conditions.  ABOUT THE COMPANYThis government organisation sets priorities across the sector and is active in the pursuit of improving the quality of life for everyday New Zealanders. Serving over a million people nationwide, this an enterprise government organisation. Employing thousands of kiwi`s across the country, they are committed to achieving a sustainable and prosperous future for all New Zealanders.   ABOUT THE ROLEThis organisation has a range of opportunities for contract SAS programmers and analysts. You will work within a growing insights group to add value using a wide range of SAS modules and reporting tools. There are exciting pieces of work in the pipeline and you will not want to miss out.  DUTIES - Analyse, design and implement solutions within determined deadlines.  - Support the development and implementation of successful projects to meet strategic objectives and needs.  - Analyse confirmed requirements and develop appropriate logical solutions.  - Coordinate preparation of acceptance criteria. SKILLS & EXPERIENCE - Proven track record of experience utilising and developing SAS tools such as SAS EG, SAS BASE, SAS VA, SAS GM etc.  - Proficient and strong spreadsheet experiences and other statistical software and programming skills. - Have a solid understanding of policy development, analysis and evaluation while also having a grasp of public sector systems and processes. - You will be a collaborative team player, confident communicator, and the ability to work with a dynamic team on tight deadlines. COMPANY CULTUREOur client employs people from a wide range of backgrounds, skills and specialisations and values the richness that diversity brings to the business. They understand that it is people that drive their success. They work hard to make the organisation a place where everyone is valued for the contribution they make and are supported in achieving their individual goals. BENEFITSThis is a great opportunity to work for a government organisation that is making an impact on everyday New Zealanders and shaping the future of our country. They offer competitive remuneration packages and flexible working conditions. HOW TO APPLYPlease apply online if you are interested in this role or contact Jacob on 027-536-4600 for a confidential discussion.Applicants for this position should have NZ residency or a valid NZ work visa.
Chief Product & Technology Officer;20398441710702842443140291314001;management;Fri 26 Apr, 10:01 am;;Wellington, Wellington;;This is one of Wellington's most exciting product and tech opportunities. Take an existing successful company to the next level. Key AccountabilitiesThe CPTO heads the Technology and Product Management functions including responsibility for:Owning the business product vision, product strategy, and approach to product design.Establishing a technological vision and plan and lead the company & technological development.Developing and nurturing a strong design-led and product-oriented business culture with the product team and wider across the business.Building and developing the capabilities and practices of the technology team and providing leadership that ensures a high performing team of architects, developers, and testers.Developing the capabilities and practices of the product team and providing leadership that ensures a high performing team of product designers, owners, and managers.Owning the product roadmap. This product plan explains to the organisation why they are building the product, what features and requirements are included, and when phases and tasks are due.Understanding customer needs and problems and delivering a product that meets these needs.Overseeing every element of the product from conceptualisation to its launch and post-launch performance. This means being generally responsible for the building of great products that deliver customer delight, competitive advantage, and sustainable value in terms of revenue and profits for the business.Completing cost-benefit and return-on-investment analyses to figure out which platforms and products deliver to company objectives and derive the best payback.Evaluating new technologies and making recommendations on technological solutions.Working with the wider business teams to efficiently assess, develop, test and deliver products in the prioritised product roadmap.Assisting other members of the business with continuous improvement in business process through the identification of inefficiencies and definition of user problems.Developing policies for and managing all networking safeguards to reduce the risk of outside breaches and protect sensitive internal and external client information, all internal communication systems, Internet usage for employees etc.Overseeing IT budgets to make sure there are no unnecessary expenditures.This position will require a significant set of skills and experience. We seek a person who has the following key attributes and behavioral competencies:A minimum of a decade of experience leading technology and product functions.Experience in high growth companies and the ability to work in a dynamic fast-paced environment.Ability to build a technology and product vision and communicate this with clarity and passion.Experience building a strong product and team culture with excellent people leadership qualities.Experience successfully developing and implementing product and technology agile practices.The ability to drive high performance and excellence from individuals and teams.Excellent analytical abilities backed by strong reasoning and sound judgment.A strong communicator and collaborator with individuals and across teams.Integrity and high personal and professional standards.Please apply now and Troy Hammond will be in touch with you to talk through the next steps.
AWS and Google Cloud Engineer;20433149771195440569746002;systems-engineers;Mon 29 Apr, 11:47 am;;Wellington, Wellington;;AWS & Google Cloud EngineerAre you looking for a Wellington based project that is offering you a working environment within a prominent, world-class institution?  Yes? then this is an opportunity you don't want to miss.This role will be responsible for:•	Support the Public Cloud squad to break down cloud networking requirements into deliverable work items•	Review existing network designs and patterns within the global organisation and add value to fit the New Zealand environment•	Author the Detail Design to connect the organisation’s data centre to the cloud end-to-end•	Work in an Agile team, supporting continuous integration / continuous delivery approachesIt is essential that you have built a substantial professional experience in most, if not all, of the following:•	Strong hands-on experience in AWS and/or GCP Virtual Private Cloud•	Strong hands-on experience in complex BGP and VRF configurations•	Strong hands-on experience in Spine-Leaf Topologies, specifically EVPN MP-BGP networks on Nexus 9K Switches•	Hands-on experience with AWS Direct Connect and/or GCP Partner Interconnect•	Experience with Layer 2 and Layer 3 peering at Public Peering Exchanges (such as at AKL-IX, MegaPort or Equinix)•	Good understanding of AWS and/or GCP IaaS and PaaS offerings•	Good understanding of Check Point firewalls•	Background in building large-scale, highly available and highly resilient network is desired•	Strong skills in building collaborative relationships within the team and with stakeholders to understand their business and technology needsIf you have relevant and recent experience that has been outlined above and have relevant qualifications to support your knowledge we would love to receive your application.Register with us via our website: www.e3recruit.co.nz/login/registerE3 Recruit. We Get People.According to E3 Recruit Limited recruitment procedures, successful applicants will be required to undergo a variety of screening processes including drug screening and Ministry of Justice checks.Applicants for this position should have NZ residency or a valid NZ work visa.Applicants for this position should have NZ residency or a valid NZ work visa.
Lead Architect;20370968070702842443140291314001;architects;Wed 24 Apr, 9:07 am;;Manukau City, Auckland;;The opportunity:A large scale transformation programme looking to consolidate several ERP`s (plus extended business modules) into one global instance.As the Lead Architect for this piece of work, you will be tasked with establishing an Architectural roadmap for the programme. This engagement will require C-suite level stakeholder management capability and a solid understanding of ERP transformation programmes.Skills & experience required: - Experience architecting ERP transition roadmaps - JDE 9.1 exposure (not essential) - Experience shaping up business cases and strategic roadmapsThe contract: - 6 months to start (likelihood of extension is high) - South Auckland location - Starting ASAP - Fair market hourly ratePlease send your CV to us by clicking APPLY NOW, alternatively, if you believe your experience matches the requirement and would like to discuss the opportunity in more detail before applying, then please call Sam Nowell on 09 550 8558. REF #50128Applicants for this position should have NZ residency or a valid NZ work visa.
