"sep=;"
Contract Business Analyst;1373919713;business-systems-analysts;Tue 18 Jul, 10:03 am;;Auckland City, Auckland;;Work in an organisation where change is being driven from the topWorking on a range of large-scale and complex projectsExciting delivery-focused environment, rather than cost cuttingWork in an organisation where change is being driven from the topWorking on a range of large-scale and complex projectsExciting delivery-focused environment, rather than cost cuttingCome work for an organisation that is embracing change and driving technology transformation across the entire business.  Working alongside a talented new leadership team focused on technology and innovation; this is an exciting and challenging programme of work you will want to be involved in. This organisation has invested in bringing on cutting-edge tech, top talent and stepping up their agile mindset - come and be a part of it!What you'll be doing:The programme you will join will be delivering a range of system projects into the organisations ICT and business environments. These are mission critical projects and have high visibility throughout the business.  What you'll need to succeed:  Ideally, strong systems/apps analysis skillsSuper sharp documentation skillsA large enterprise background would be highly desirableAbility to adapt to using a range of project delivery toolsAn ability to embrace change, innovation and new techExceptional communication skills - bring people on a journeyAbility to cut through complexity and understand true requirementsDon't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence.  Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.NP_480002Applicants for this position should have NZ residency or a valid NZ work visa.
Business Development Manager;1375706206;sales-presales;Thu 20 Jul, 3:01 pm;;Auckland City, Auckland;Base Salary + Uncapped OTE;- Deliver market leading cyber security solutions - Pride yourself in your relationship building skills? - ?Uncapped position.We have a rare opportunity with a key client of ours, a well-established Kiwi organisation who is paving the way in Networking and Cyber Security via their tools, education, products and people. Due to their continued success, they now have an opportunity for an Business Development Manager / Account Director who is hungry for success and a proven record in growing revenue within enterprise clients.About the RoleYou`ll have the credibility of a market leading brand, products, and reputation that will ensure you can open the right doors to get results. My client leads a fast-changing and expanding area of cyber security and networking solutions which creates plenty of opportunities to identify opportunities and execute them with the product and services on offer. So come and get involved! Your ExperienceYou will have previous experience in technology solution selling particularly around complex problems ideally within the enterprise and mid-market space. You will need to be able to identify and capitalise on opportunities and turn that into new revenue. You will be able to point to over achieving through relationship building and pride yourself on articulating solutions to business problems. This is a newly created role, driven by growth and as such we require the best to continue our clients` growth in the NZ market. The advantages for this position are extensive but include:  - Competitive market salary + uncapped commission - Solid pipeline of work and a growing industry sector - Reputable and credible business with a successful product and service offering - Strong sales leadership team with a focus on coaching and mentoringYou`ll also be a focused go-getter, able to inspire your customers with your energy, passion and drive. You will be committed to achieving results and want to ensure our customers are always put first.Applicants for this position should have NZ residency or a valid NZ work visa.
Scrum Master;1370525066;project-management;Thu 13 Jul, 6:05 pm;;Auckland City, Auckland;;Scrum Master6 months with likely extensionsAuckland CBDAbout the role The position of contract Scrum Master requires strong experience in leading agile teams in   BAU / Operations   and projects. You will have a strong background in coaching others and will have worked in very formal agile environments. Skills and experience required:Experienced Scrum MasterAble to train and mentor othersStrong BAU / Operations / Project experienceStrong understanding of project methodologiesBe flexible and adaptableStrong collaboration and communication skillsWe'd love to hear from you, if this is the right role for you. Call Clare Saunders on 09 374 0876 or APPLY now! Ref AK 87689/SK91277A Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information
Senior Project Manager;1374148329;project-management;Tue 18 Jul, 4:18 pm;;Auckland City, Auckland;;Our client needs Senior Project Manager to work within a strategic programme of work.In this assignment, you will be managing a work stream for business change and investigating the benefits of outsourcing certain functions.  You will lead a team to understand current processes and operating models to establish the viability of outsourcing as an option.If it is a viable option, you will lead a project to manage this change end to end which will include documentation, handover and training.To be considered for this contract you will need proven experience with Stakeholder Management, Vendor Management and ideally have business function outsourcing experiencing. If you’re available and ready to take on this challenge then apply now.Applicants for this position should have NZ residency or a valid NZ work visa.
Project Manager;1370408887;project-management;Thu 13 Jul, 3:04 pm;;Auckland City, Auckland;;A hybrid role of Business Analysis and Project deliveryCompetitive rate, convenient CBD location and to start asapInitial 6 Month contract - looking to move quickly!Come help this fantastic brand with a host of projects across off-shore/outsourcing solutionsA hybrid role of Business Analysis and Project deliveryCompetitive rate, convenient CBD location and to start asapInitial 6 Month contract - looking to move quicklyCome work for an organisation which offers a vibrant, energetic environment for people who bring passion and commitment to their work, and enjoy a culture where successes are recognised and celebrated.What you'll be doing:The project is looking at an area of this organisation's current NZ operation, determining its current processes and operating model (such as call centres), then assessing its suitability to be outsourced to an overseas business partner.  If yes, then leading the documentation, handover, training and transition of this function.  What you'll need to succeed:  Experience across offshoring or outsourcing projects such as call centresA strong business process focus alongside project deliveryCurrent and future state analysis skillsSkills across leading documentation, handover and trainingExperience delivering large projects in Agile enterprise environmentsExceptional relationship-building and communication skillsAbility to cut through complexity and understand the true requirementsDon't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence.  Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.NP_464938Applicants for this position should have NZ residency or a valid NZ work visa.
Contract ERP Business Analyst;1369526825;business-systems-analysts;Wed 12 Jul, 12:04 pm;;Auckland City, Auckland;;Work in an organisation where change is being driven from the topExciting delivery focused environment, rather than cost cuttingDelivering a replacement ERP system across the business!Come work for an organisation that are embracing change and driving digital transformation across the business.  Working alongside a talented new leadership team focused on technology and innovation; this is an exciting and challenging programme of work you will want to be involved in. This organisation has invested in brining on cutting-edge tech, top talent and stepping up their agile mind-set - come and be a part of it!What you'll be doing:The programme you will join is delivering a replacement ERP system into the organisations ICT and Business environments. This is a mission critical project and has high visibility throughout the business.  Senior stakeholder management experience will be essential, as is business awareness of change management principles. Analysis experience in an enterprise scale environment is crucial and preferably within the hospitality industry although preference will be for candidates with an ERP and/or Corporate Finance background.What you'll need to succeed:  A background in ERP delivery would be a huge plusAny exposure to Peoplesoft or MS Dynamics ideally but not essentialA corporate finance background would be highly desirableAn ability to embrace change, innovation and new techExceptional communication skills - bring people on a journeyLarge enterprise experience would be a plusAbility to cut through complexity and understand true requirementsDon't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence.  Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.NP_398571Applicants for this position should have NZ residency or a valid NZ work visa.
Contract Application Support;1369754615;service-desk;Wed 12 Jul, 6:14 pm;;Auckland City, Auckland;;Trusted organization with a household name!Immediate start, 6 month contractEnterprise app support experience requiredTrusted organisation with a household name!Immediate start, 6-month contractEnterprise app support experience requiredJoin the Application Support team and become a cornerstone of the business.   This diverse role will ensure a broad range of your skills, including your experience in application support, troubleshooting and owning issues, are exercised for you to succeed.Our client is an iconic New Zealand brand within the utility sector. They are going through some exciting changes in their business and are in growth. They have a diverse range of applications supporting their business and customer base.  The role:You'll be focused on supporting solutions to match the needs of the business and the customers.  You'll provide support, manage incident queues, have strong problem-solving skills and suggest alternative improvements as you go. You'll be a real all-rounder with knowledge of application development, analysis, and documentation.  Ideally you will have worked on Enterprise Oracle applications within a Linux environment, however, this is not essential! Key Skills and Experience 5+ years software application support experiencePreferred Oracle and Mulesoft experienceExperience Linux/Unix environment idealExposure to scripting is a mustAbility to manage vendor and 3rd party relationshipsStrong troubleshooting and problem-solving skillsDon't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence.  Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients. Ref# LD_311746Applicants for this position should have NZ residency or a valid NZ work visa.
SAP Master Data Consultant;1369001807;database;Tue 11 Jul, 6:10 pm;;Auckland City, Auckland;;We are on the lookout for a Senior SAP Master Data Consultant with MDG experience. This role has an IMMEDIATE START, and will be a contract position initially for a 5 - 6 months term, based in Auckland CBD. To be successful in the role, you must have:Excellent Verbal & Written communication skillsExperience with SAP MDGBusiness Partner FunctionVendor Master (Preferable)If this sounds like you, apply now or feel free to call Khush Sethi for a confidential discussion on 09 303 4455.Applicants for this position should have NZ residency or a valid NZ work visa.
Agile Coach/Scrum Master;1373179902;management;Mon 17 Jul, 12:01 pm;;Wellington, Wellington;$75 - 125 per hour;Get involved with an organisation that will surely provide career investment, with opportunities to grow and develop your skill set.We are after an Agile Coach or Scrum Master with the vision and mission to create better teams within businesses in New Zealand.A contract that gives you a distinct opportunity to work with market-leading private businesses, public-sector organisations and government agencies to help solve their big issues. In our highly skilled environment, you`ll be enabled by cutting-edge technology and a culture of self-disruption, allowing you to do the best work of your life.This contract is 3 months starting in August, with a transition into a permanent position. The perfect opportunity to `try before you buy`.About the role - You will have the responsibility of leading teams in both the digital and technological space in the right direction using agile based principles. - Ensuring all teams are working effectively with promotion of transparency and collaboration. - Facilitating agile based activities, including stand-ups, sprints and project planning - Driving teams down an adaptive pathYou will be motivated by seeing results of your progress, removal of barriers to change management and coaching others to learn new ways of working effectively and efficiently.What do we need from you - Demonstrable hands-on experience leading digital and technical teams using agile methodologies and techniques. - Confidence in your abilities to work autonomously and lead teams toward innovative, solutions using agile methodologies. - Relevant certifications and qualifications - Ideally, you will have worked in a position that involved heavy agile practices, in either project management, delivery leads or as a Scrum Master. If you are interested in this position, apply today with your CV and we will be in touch.Applicants for this position should have NZ residency or a valid NZ work visa.
Business Case Writer;1375523529;other;Thu 20 Jul, 9:12 am;;Wellington, Wellington;NZ$70 - NZ$100 per hour;Work on a challenging and high profile projectBe part of a passionate and high performance team environmentHave a chance to make a difference to New Zealand society and public perceptionThe ClientMy client is an enterprise level organisation that provides essential services to the New Zealand public. They are seeking a Better Business Case writer to showcase their excellent plain English writing abilities within a short term assignment.About YouAs the successful candidate, you will have experience writing business cases following the BBC framework and have a strong ability to communicate and articulate technical knowledge into simplistic and plain English style.Your responsibilityThe project itself is part of a piece of crucial legislation regarding the safety and integrity of the New Zealand public. As the Business Case Writer you will have the support from your immediate project team, as well as liaise with other relevant stakeholders, including; the BAU, Policy, ICT, and HR teams.A large portion of the information has already been gathered and documented which will allow you to enter the role with a pipeline of work to focus on, while the remainder of the information is collected. This is your chance to have a true impact on the New Zealand public and mould the perception of society.If you are a Writer with a clear understanding of the BBC framework then I want to hear from you. Call Joe Chetcuti on (04) 917 9262 to discuss this exciting contract role and add to your portfolio of cases.Applicants for this position should have NZ residency or a valid NZ work visa.
Scrum Master;1365027342;project-management;Thu 6 Jul, 9:04 am;;Auckland City, Auckland;;My client is looking for someone to start immediately as a Scrum Master to assist the delivery of 2 large products for the organisation -  One external and internal.You will be a pragmatic, confident Scrum Master with a strong delivery focus and eye for detail.Due to the role sitting in purely the development team for the time being, a background as a software developer would be preferred as well and my client is moving to a devops model so you really need to have a proven track record working with devops teams and ideally having experienced a company going through that transition as well. The current software development team is geographically dispersed as well as coming from quite waterfall backgrounds - so they need some strong guidance and coaching along the way. This is a really exciting point to join the organisation as there is a long term contract opportunity for the right person and an ability to drive an agile and devops transformation with the other technology leaders.Please hit the apply now button if this is you with your resume so I can get in touch ASAP.Applicants for this position should have NZ residency or a valid NZ work visa.
Project Manager;1364601177;project-management;Wed 5 Jul, 5:21 pm;;Auckland City, Auckland;;Project ManagerSoftware/Digital projects6 monthsAbout the role As Project Manager, you will be working across a range of projects including CRM, Call Centre, Knowledge Management, Web and Digital over the coming six months.   All of these projects fall under a Corporate Programme of work, you will be engaging with business stakeholders across a complex, enterprise organisation. Skills & experience requiredProject ManagementAble to manage multiple projects and a diverse range of stakeholdersHave a broad knowledge of Software and digitalStrong engagement skillsAgile experienceCandidates who have the legal right to work in NZ are invited to apply. We'd love to hear from you, if this is the right role for you - APPLY now or call Clare Saunders on 09 374 0876. Ref AK 87533/ SK91277A Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information
Project Manager - Application integration focus;1368244515;project-management;Mon 10 Jul, 7:04 pm;;Auckland City, Auckland;;Six-month contractApplication upgrade focusLarge projectWe are looking for a Project Manager to manage an enterprise upgrade of an applications within this large Kiwi organisation. This role will see you working across multiple systems, and requires someone who is ready for an immediate start!To be considered for this role, you must have:- A Prince2 or PMP equivalent qualification- Excellent interpersonal and stakeholder management skills- Previous experience with application upgrades or integration across a large organisation- Experience in the health or similar industry would be advantageousIf this sounds like the opportunity you have been waiting for and you have the skills listed above, please apply today!!!Click Apply Now or call Sam on 09 579 7929 for more information.Only people with the right to live and work in New Zealand may apply for this role. For this position, you must be available for an interview in Auckland.Job Reference number: 2549057Applicants for this position should have NZ residency or a valid NZ work visa.
Chief Product & Technology Officer;1365024697;management;Thu 6 Jul, 9:00 am;;Wellington, Wellington;;Trade Me is one of New Zealand's busiest web platforms, with over 850,000 people (on average) visiting our sites and apps every day.Opportunities like this are pretty rare. We're looking for our first Chief Product & Technology Officer to help make Trade Me a genuine leader in tech. This role brings together three key elements for us; product development, our technical platform and infrastructure, and capturing the opportunity that resides within the deep and far-reaching data that we hold.This person will be part of our Executive team and there is a huge opportunity to make your mark, implement positive change and chart our technical vision and direction.In this role you'll:Be leading product and technology at Trade Me, including leading all the people in our central product and tech teams, and providing a single point of leadership for all things technical.Engender speedy and accurate product delivery across the whole company and across the customer lifecycle, from idea through to release and operational support.Help build data as a competitive advantage for us, through smart use of all the information we have at hand, to craft a better offering for our customers and community.Organise and charter our technical vision and direction, including our infrastructure, data and application architecture, as well as oversight of our use of tech tools and methodologies.Deliver on key technology projects.Get the right people, platforms and processes in place to make us better innovators.Make sure that we're doing everything we should on mobile.Ensure we're up, fast and secure on all our platforms, including overarching responsibility for all aspects of cyber security.Lead change and improvements across your area of remit, including big changes derived from your long-term vision as well as constant day-to-day operational improvements.Represent Trade Me tech both internally and externally to grow our brand as a tech leader.Make things better. Help to improve our culture and Trade Me as a place to work. Act as a calming influence in times of drama, and an agitator for change when we're comfortable.Our ideal person has:Strong leadership experience, as well as good experience running large teams, motivating and dealing with the full gamut of HR scenarios.Lots of great technology leadership, with reasonable breadth across the stack, from infrastructure, platform work and data, through to software development and likely a couple of special-power areas of deep expertise.A good strategist and creative thinker who is commercially astute and easily able to grasp and contribute to our wider business imperatives.A deep and intrinsic understanding of the internet and what works online - you'll be able to help get the most out of our core while pushing into new things.The ability to affect meaningful change across an organisation of several hundred people.A natural curiosity with a demonstrated inclination to try new things. Even better, you'll have an entrepreneurial element in your background.Energy and optimism. While you may not be a full-on extrovert, you'll have the ability to inject energy into your surroundings, and inspire those around you.A focus on solutions and good at balancing strong theory with practical application.Great communication skills and a team player able to gain the respect and trust of people of all different skill-sets and levels of seniority.What we have to offer:This is an exciting, new position that offers the opportunity to make an impact while carving out your own space.At around 500 people we're small enough for you to meaningfully impact the whole business, but we're big enough and have the resources to do great things.We have a great base for you to build from and all of the raw ingredients to deliver something great.You'll work with a bunch of passionate and positive people striving to make things better.Free fruit and as much good coffee as you can possibly stomach in a work day.Trade Me is a fun, vibrant and fast-moving place to work. We're looking for someone who'll thrive in this environment. We operate a dynamic and unique office culture, intended to reflect and empower our values and our "informal but serious" work ethic.We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, marital or disability status.We are also proud to have been recognised as a finalist in IBM Kenexa Best Workplaces Award for the last seven years running.Check out what it's like to work at Trade Me in our video and drop us a line.Applicants for this position should have NZ residency or a valid NZ work visa.
Technical Lead Developer;1362728498;programming-development;Mon 3 Jul, 11:16 am;;Wellington, Wellington;;Seeking an experienced and professional Tech Lead in C# and Azure area - must be able to identify previous successful projectsFull stack experience, particularly Ionic 3 + Angular (at least Angular 2, 4 would be amazeballs)Stack also includes C# and Azure PaaS, but less concerned about this areaExperience in automated testing in this space (i.e. Jasmine) would be a bonusNeeds to be able to create best practice designs and patterns for offshore devs to followcommitted to following industry "Best Practice standards"Needs to be decisive and confident and have a track record of getting it doneIdeally they could point to reference projectsGet involved at the early stages and play a key role in the development.All applicants MUST have NZ software development experience and be able to work with off shore frameworks.
